environment | time (ms),fast_sodium_current | i_Na (uA_per_mm2),L_type_Ca_channel | i_CaCa (uA_per_mm2),L_type_Ca_channel | i_CaK (uA_per_mm2),membrane | V (mV),plateau_potassium_current | i_Kp (uA_per_mm2),time_dependent_potassium_current | i_K (uA_per_mm2),time_independent_potassium_current | i_K1 (uA_per_mm2)
258.51,-3.60212e-08,-1.17695e-05,2.66357e-10,-86.608,2.58502e-11,-0.0039387,0.00408743
258.52,-3.60222e-08,-1.17706e-05,2.66345e-10,-86.6081,2.58459e-11,-0.00393816,0.00408687
258.53,-3.60232e-08,-1.17718e-05,2.66332e-10,-86.6082,2.58417e-11,-0.00393763,0.00408632
258.54,-3.60242e-08,-1.17729e-05,2.66319e-10,-86.6084,2.58374e-11,-0.00393709,0.00408576
258.55,-3.60251e-08,-1.17741e-05,2.66306e-10,-86.6085,2.58331e-11,-0.00393655,0.00408521
258.56,-3.60261e-08,-1.17752e-05,2.66293e-10,-86.6086,2.58289e-11,-0.00393601,0.00408465
258.57,-3.60271e-08,-1.17763e-05,2.6628e-10,-86.6088,2.58246e-11,-0.00393547,0.0040841
258.58,-3.60281e-08,-1.17775e-05,2.66268e-10,-86.6089,2.58203e-11,-0.00393493,0.00408354
258.59,-3.6029e-08,-1.17786e-05,2.66255e-10,-86.609,2.58161e-11,-0.0039344,0.00408299
258.6,-3.603e-08,-1.17798e-05,2.66242e-10,-86.6092,2.58118e-11,-0.00393386,0.00408244
258.61,-3.60309e-08,-1.17809e-05,2.66229e-10,-86.6093,2.58076e-11,-0.00393332,0.00408188
258.62,-3.60319e-08,-1.1782e-05,2.66216e-10,-86.6095,2.58033e-11,-0.00393278,0.00408133
258.63,-3.60329e-08,-1.17832e-05,2.66203e-10,-86.6096,2.5799e-11,-0.00393225,0.00408077
258.64,-3.60338e-08,-1.17843e-05,2.6619e-10,-86.6097,2.57948e-11,-0.00393171,0.00408022
258.65,-3.60348e-08,-1.17854e-05,2.66177e-10,-86.6099,2.57905e-11,-0.00393117,0.00407966
258.66,-3.60357e-08,-1.17866e-05,2.66164e-10,-86.61,2.57863e-11,-0.00393063,0.00407911
258.67,-3.60367e-08,-1.17877e-05,2.66151e-10,-86.6101,2.5782e-11,-0.0039301,0.00407855
258.68,-3.60376e-08,-1.17888e-05,2.66138e-10,-86.6103,2.57778e-11,-0.00392956,0.004078
258.69,-3.60385e-08,-1.179e-05,2.66125e-10,-86.6104,2.57735e-11,-0.00392902,0.00407745
258.7,-3.60395e-08,-1.17911e-05,2.66113e-10,-86.6106,2.57693e-11,-0.00392848,0.00407689
258.71,-3.60404e-08,-1.17923e-05,2.661e-10,-86.6107,2.5765e-11,-0.00392795,0.00407634
258.72,-3.60414e-08,-1.17934e-05,2.66087e-10,-86.6108,2.57608e-11,-0.00392741,0.00407578
258.73,-3.60423e-08,-1.17945e-05,2.66074e-10,-86.611,2.57565e-11,-0.00392687,0.00407523
258.74,-3.60432e-08,-1.17957e-05,2.66061e-10,-86.6111,2.57523e-11,-0.00392634,0.00407468
258.75,-3.60441e-08,-1.17968e-05,2.66048e-10,-86.6112,2.5748e-11,-0.0039258,0.00407412
258.76,-3.60451e-08,-1.17979e-05,2.66035e-10,-86.6114,2.57438e-11,-0.00392526,0.00407357
258.77,-3.6046e-08,-1.17991e-05,2.66022e-10,-86.6115,2.57395e-11,-0.00392473,0.00407301
258.78,-3.60469e-08,-1.18002e-05,2.66008e-10,-86.6116,2.57353e-11,-0.00392419,0.00407246
258.79,-3.60478e-08,-1.18013e-05,2.65995e-10,-86.6118,2.5731e-11,-0.00392365,0.00407191
258.8,-3.60487e-08,-1.18024e-05,2.65982e-10,-86.6119,2.57268e-11,-0.00392312,0.00407135
258.81,-3.60496e-08,-1.18036e-05,2.65969e-10,-86.6121,2.57225e-11,-0.00392258,0.0040708
258.82,-3.60505e-08,-1.18047e-05,2.65956e-10,-86.6122,2.57183e-11,-0.00392204,0.00407025
258.83,-3.60515e-08,-1.18058e-05,2.65943e-10,-86.6123,2.5714e-11,-0.00392151,0.00406969
258.84,-3.60524e-08,-1.1807e-05,2.6593e-10,-86.6125,2.57098e-11,-0.00392097,0.00406914
258.85,-3.60533e-08,-1.18081e-05,2.65917e-10,-86.6126,2.57055e-11,-0.00392043,0.00406859
258.86,-3.60542e-08,-1.18092e-05,2.65904e-10,-86.6127,2.57013e-11,-0.0039199,0.00406804
258.87,-3.60551e-08,-1.18104e-05,2.65891e-10,-86.6129,2.56971e-11,-0.00391936,0.00406748
258.88,-3.60559e-08,-1.18115e-05,2.65878e-10,-86.613,2.56928e-11,-0.00391883,0.00406693
258.89,-3.60568e-08,-1.18126e-05,2.65865e-10,-86.6131,2.56886e-11,-0.00391829,0.00406638
258.9,-3.60577e-08,-1.18138e-05,2.65851e-10,-86.6133,2.56844e-11,-0.00391775,0.00406582
258.91,-3.60586e-08,-1.18149e-05,2.65838e-10,-86.6134,2.56801e-11,-0.00391722,0.00406527
258.92,-3.60595e-08,-1.1816e-05,2.65825e-10,-86.6136,2.56759e-11,-0.00391668,0.00406472
258.93,-3.60604e-08,-1.18171e-05,2.65812e-10,-86.6137,2.56716e-11,-0.00391615,0.00406417
258.94,-3.60613e-08,-1.18183e-05,2.65799e-10,-86.6138,2.56674e-11,-0.00391561,0.00406361
258.95,-3.60621e-08,-1.18194e-05,2.65786e-10,-86.614,2.56632e-11,-0.00391507,0.00406306
258.96,-3.6063e-08,-1.18205e-05,2.65772e-10,-86.6141,2.56589e-11,-0.00391454,0.00406251
258.97,-3.60639e-08,-1.18216e-05,2.65759e-10,-86.6142,2.56547e-11,-0.003914,0.00406196
258.98,-3.60648e-08,-1.18228e-05,2.65746e-10,-86.6144,2.56505e-11,-0.00391347,0.0040614
258.99,-3.60656e-08,-1.18239e-05,2.65733e-10,-86.6145,2.56462e-11,-0.00391293,0.00406085
259,-3.60665e-08,-1.1825e-05,2.6572e-10,-86.6146,2.5642e-11,-0.0039124,0.0040603
259.01,-3.60674e-08,-1.18261e-05,2.65706e-10,-86.6148,2.56378e-11,-0.00391186,0.00405975
259.02,-3.60682e-08,-1.18273e-05,2.65693e-10,-86.6149,2.56335e-11,-0.00391133,0.0040592
259.03,-3.60691e-08,-1.18284e-05,2.6568e-10,-86.6151,2.56293e-11,-0.00391079,0.00405864
259.04,-3.60699e-08,-1.18295e-05,2.65667e-10,-86.6152,2.56251e-11,-0.00391026,0.00405809
259.05,-3.60708e-08,-1.18306e-05,2.65653e-10,-86.6153,2.56209e-11,-0.00390972,0.00405754
259.06,-3.60716e-08,-1.18318e-05,2.6564e-10,-86.6155,2.56166e-11,-0.00390919,0.00405699
259.07,-3.60725e-08,-1.18329e-05,2.65627e-10,-86.6156,2.56124e-11,-0.00390865,0.00405644
259.08,-3.60733e-08,-1.1834e-05,2.65613e-10,-86.6157,2.56082e-11,-0.00390812,0.00405589
259.09,-3.60742e-08,-1.18351e-05,2.656e-10,-86.6159,2.5604e-11,-0.00390758,0.00405533
259.1,-3.6075e-08,-1.18363e-05,2.65587e-10,-86.616,2.55997e-11,-0.00390705,0.00405478
259.11,-3.60759e-08,-1.18374e-05,2.65573e-10,-86.6161,2.55955e-11,-0.00390651,0.00405423
259.12,-3.60767e-08,-1.18385e-05,2.6556e-10,-86.6163,2.55913e-11,-0.00390598,0.00405368
259.13,-3.60775e-08,-1.18396e-05,2.65547e-10,-86.6164,2.55871e-11,-0.00390544,0.00405313
259.14,-3.60784e-08,-1.18408e-05,2.65533e-10,-86.6165,2.55829e-11,-0.00390491,0.00405258
259.15,-3.60792e-08,-1.18419e-05,2.6552e-10,-86.6167,2.55786e-11,-0.00390438,0.00405203
259.16,-3.608e-08,-1.1843e-05,2.65507e-10,-86.6168,2.55744e-11,-0.00390384,0.00405148
259.17,-3.60809e-08,-1.18441e-05,2.65493e-10,-86.617,2.55702e-11,-0.00390331,0.00405092
259.18,-3.60817e-08,-1.18452e-05,2.6548e-10,-86.6171,2.5566e-11,-0.00390277,0.00405037
259.19,-3.60825e-08,-1.18464e-05,2.65467e-10,-86.6172,2.55618e-11,-0.00390224,0.00404982
259.2,-3.60833e-08,-1.18475e-05,2.65453e-10,-86.6174,2.55575e-11,-0.00390171,0.00404927
259.21,-3.60841e-08,-1.18486e-05,2.6544e-10,-86.6175,2.55533e-11,-0.00390117,0.00404872
259.22,-3.6085e-08,-1.18497e-05,2.65426e-10,-86.6176,2.55491e-11,-0.00390064,0.00404817
259.23,-3.60858e-08,-1.18508e-05,2.65413e-10,-86.6178,2.55449e-11,-0.0039001,0.00404762
259.24,-3.60866e-08,-1.1852e-05,2.654e-10,-86.6179,2.55407e-11,-0.00389957,0.00404707
259.25,-3.60874e-08,-1.18531e-05,2.65386e-10,-86.618,2.55365e-11,-0.00389904,0.00404652
259.26,-3.60882e-08,-1.18542e-05,2.65373e-10,-86.6182,2.55323e-11,-0.0038985,0.00404597
259.27,-3.6089e-08,-1.18553e-05,2.65359e-10,-86.6183,2.5528e-11,-0.00389797,0.00404542
259.28,-3.60898e-08,-1.18564e-05,2.65346e-10,-86.6184,2.55238e-11,-0.00389744,0.00404487
259.29,-3.60906e-08,-1.18575e-05,2.65332e-10,-86.6186,2.55196e-11,-0.0038969,0.00404432
259.3,-3.60914e-08,-1.18587e-05,2.65319e-10,-86.6187,2.55154e-11,-0.00389637,0.00404377
259.31,-3.60922e-08,-1.18598e-05,2.65305e-10,-86.6189,2.55112e-11,-0.00389584,0.00404322
259.32,-3.6093e-08,-1.18609e-05,2.65292e-10,-86.619,2.5507e-11,-0.0038953,0.00404267
259.33,-3.60938e-08,-1.1862e-05,2.65278e-10,-86.6191,2.55028e-11,-0.00389477,0.00404212
259.34,-3.60946e-08,-1.18631e-05,2.65265e-10,-86.6193,2.54986e-11,-0.00389424,0.00404157
259.35,-3.60953e-08,-1.18642e-05,2.65251e-10,-86.6194,2.54944e-11,-0.0038937,0.00404102
259.36,-3.60961e-08,-1.18654e-05,2.65238e-10,-86.6195,2.54902e-11,-0.00389317,0.00404047
259.37,-3.60969e-08,-1.18665e-05,2.65224e-10,-86.6197,2.5486e-11,-0.00389264,0.00403992
259.38,-3.60977e-08,-1.18676e-05,2.65211e-10,-86.6198,2.54818e-11,-0.0038921,0.00403937
259.39,-3.60984e-08,-1.18687e-05,2.65197e-10,-86.6199,2.54776e-11,-0.00389157,0.00403882
259.4,-3.60992e-08,-1.18698e-05,2.65183e-10,-86.6201,2.54734e-11,-0.00389104,0.00403827
259.41,-3.61e-08,-1.18709e-05,2.6517e-10,-86.6202,2.54692e-11,-0.00389051,0.00403772
259.42,-3.61008e-08,-1.18721e-05,2.65156e-10,-86.6203,2.5465e-11,-0.00388997,0.00403717
259.43,-3.61015e-08,-1.18732e-05,2.65143e-10,-86.6205,2.54608e-11,-0.00388944,0.00403662
259.44,-3.61023e-08,-1.18743e-05,2.65129e-10,-86.6206,2.54566e-11,-0.00388891,0.00403607
259.45,-3.61031e-08,-1.18754e-05,2.65115e-10,-86.6207,2.54524e-11,-0.00388838,0.00403552
259.46,-3.61038e-08,-1.18765e-05,2.65102e-10,-86.6209,2.54482e-11,-0.00388784,0.00403497
259.47,-3.61046e-08,-1.18776e-05,2.65088e-10,-86.621,2.5444e-11,-0.00388731,0.00403443
259.48,-3.61053e-08,-1.18787e-05,2.65075e-10,-86.6212,2.54398e-11,-0.00388678,0.00403388
259.49,-3.61061e-08,-1.18798e-05,2.65061e-10,-86.6213,2.54356e-11,-0.00388625,0.00403333
259.5,-3.61068e-08,-1.1881e-05,2.65047e-10,-86.6214,2.54314e-11,-0.00388571,0.00403278
259.51,-3.61076e-08,-1.18821e-05,2.65034e-10,-86.6216,2.54272e-11,-0.00388518,0.00403223
259.52,-3.61083e-08,-1.18832e-05,2.6502e-10,-86.6217,2.5423e-11,-0.00388465,0.00403168
259.53,-3.61091e-08,-1.18843e-05,2.65006e-10,-86.6218,2.54188e-11,-0.00388412,0.00403113
259.54,-3.61098e-08,-1.18854e-05,2.64993e-10,-86.622,2.54146e-11,-0.00388359,0.00403058
259.55,-3.61105e-08,-1.18865e-05,2.64979e-10,-86.6221,2.54104e-11,-0.00388305,0.00403004
259.56,-3.61113e-08,-1.18876e-05,2.64965e-10,-86.6222,2.54062e-11,-0.00388252,0.00402949
259.57,-3.6112e-08,-1.18887e-05,2.64952e-10,-86.6224,2.54021e-11,-0.00388199,0.00402894
259.58,-3.61127e-08,-1.18898e-05,2.64938e-10,-86.6225,2.53979e-11,-0.00388146,0.00402839
259.59,-3.61135e-08,-1.18909e-05,2.64924e-10,-86.6226,2.53937e-11,-0.00388093,0.00402784
259.6,-3.61142e-08,-1.1892e-05,2.6491e-10,-86.6228,2.53895e-11,-0.0038804,0.00402729
259.61,-3.61149e-08,-1.18932e-05,2.64897e-10,-86.6229,2.53853e-11,-0.00387986,0.00402675
259.62,-3.61156e-08,-1.18943e-05,2.64883e-10,-86.623,2.53811e-11,-0.00387933,0.0040262
259.63,-3.61164e-08,-1.18954e-05,2.64869e-10,-86.6232,2.53769e-11,-0.0038788,0.00402565
259.64,-3.61171e-08,-1.18965e-05,2.64855e-10,-86.6233,2.53728e-11,-0.00387827,0.0040251
259.65,-3.61178e-08,-1.18976e-05,2.64842e-10,-86.6234,2.53686e-11,-0.00387774,0.00402455
259.66,-3.61185e-08,-1.18987e-05,2.64828e-10,-86.6236,2.53644e-11,-0.00387721,0.00402401
259.67,-3.61192e-08,-1.18998e-05,2.64814e-10,-86.6237,2.53602e-11,-0.00387668,0.00402346
259.68,-3.61199e-08,-1.19009e-05,2.648e-10,-86.6239,2.5356e-11,-0.00387615,0.00402291
259.69,-3.61206e-08,-1.1902e-05,2.64786e-10,-86.624,2.53518e-11,-0.00387562,0.00402236
259.7,-3.61213e-08,-1.19031e-05,2.64773e-10,-86.6241,2.53477e-11,-0.00387508,0.00402182
259.71,-3.6122e-08,-1.19042e-05,2.64759e-10,-86.6243,2.53435e-11,-0.00387455,0.00402127
259.72,-3.61227e-08,-1.19053e-05,2.64745e-10,-86.6244,2.53393e-11,-0.00387402,0.00402072
259.73,-3.61234e-08,-1.19064e-05,2.64731e-10,-86.6245,2.53351e-11,-0.00387349,0.00402017
259.74,-3.61241e-08,-1.19075e-05,2.64717e-10,-86.6247,2.5331e-11,-0.00387296,0.00401963
259.75,-3.61248e-08,-1.19086e-05,2.64703e-10,-86.6248,2.53268e-11,-0.00387243,0.00401908
259.76,-3.61255e-08,-1.19097e-05,2.64689e-10,-86.6249,2.53226e-11,-0.0038719,0.00401853
259.77,-3.61262e-08,-1.19109e-05,2.64676e-10,-86.6251,2.53184e-11,-0.00387137,0.00401799
259.78,-3.61269e-08,-1.1912e-05,2.64662e-10,-86.6252,2.53143e-11,-0.00387084,0.00401744
259.79,-3.61276e-08,-1.19131e-05,2.64648e-10,-86.6253,2.53101e-11,-0.00387031,0.00401689
259.8,-3.61283e-08,-1.19142e-05,2.64634e-10,-86.6255,2.53059e-11,-0.00386978,0.00401635
259.81,-3.6129e-08,-1.19153e-05,2.6462e-10,-86.6256,2.53017e-11,-0.00386925,0.0040158
259.82,-3.61297e-08,-1.19164e-05,2.64606e-10,-86.6257,2.52976e-11,-0.00386872,0.00401525
259.83,-3.61303e-08,-1.19175e-05,2.64592e-10,-86.6259,2.52934e-11,-0.00386819,0.00401471
259.84,-3.6131e-08,-1.19186e-05,2.64578e-10,-86.626,2.52892e-11,-0.00386766,0.00401416
259.85,-3.61317e-08,-1.19197e-05,2.64564e-10,-86.6261,2.52851e-11,-0.00386713,0.00401361
259.86,-3.61324e-08,-1.19208e-05,2.6455e-10,-86.6263,2.52809e-11,-0.0038666,0.00401307
259.87,-3.6133e-08,-1.19219e-05,2.64536e-10,-86.6264,2.52767e-11,-0.00386607,0.00401252
259.88,-3.61337e-08,-1.1923e-05,2.64522e-10,-86.6265,2.52726e-11,-0.00386554,0.00401197
259.89,-3.61344e-08,-1.19241e-05,2.64508e-10,-86.6267,2.52684e-11,-0.00386501,0.00401143
259.9,-3.6135e-08,-1.19252e-05,2.64495e-10,-86.6268,2.52642e-11,-0.00386448,0.00401088
259.91,-3.61357e-08,-1.19263e-05,2.64481e-10,-86.6269,2.52601e-11,-0.00386395,0.00401033
259.92,-3.61364e-08,-1.19274e-05,2.64467e-10,-86.6271,2.52559e-11,-0.00386342,0.00400979
259.93,-3.6137e-08,-1.19285e-05,2.64453e-10,-86.6272,2.52517e-11,-0.00386289,0.00400924
259.94,-3.61377e-08,-1.19296e-05,2.64439e-10,-86.6274,2.52476e-11,-0.00386236,0.0040087
259.95,-3.61383e-08,-1.19307e-05,2.64424e-10,-86.6275,2.52434e-11,-0.00386183,0.00400815
259.96,-3.6139e-08,-1.19318e-05,2.6441e-10,-86.6276,2.52392e-11,-0.0038613,0.0040076
259.97,-3.61396e-08,-1.19329e-05,2.64396e-10,-86.6278,2.52351e-11,-0.00386078,0.00400706
259.98,-3.61403e-08,-1.1934e-05,2.64382e-10,-86.6279,2.52309e-11,-0.00386025,0.00400651
259.99,-3.61409e-08,-1.19351e-05,2.64368e-10,-86.628,2.52268e-11,-0.00385972,0.00400597
260,-3.61416e-08,-1.19362e-05,2.64354e-10,-86.6282,2.52226e-11,-0.00385919,0.00400542
260.01,-3.61422e-08,-1.19373e-05,2.6434e-10,-86.6283,2.52185e-11,-0.00385866,0.00400488
260.02,-3.61428e-08,-1.19383e-05,2.64326e-10,-86.6284,2.52143e-11,-0.00385813,0.00400433
260.03,-3.61435e-08,-1.19394e-05,2.64312e-10,-86.6286,2.52101e-11,-0.0038576,0.00400379
260.04,-3.61441e-08,-1.19405e-05,2.64298e-10,-86.6287,2.5206e-11,-0.00385707,0.00400324
260.05,-3.61447e-08,-1.19416e-05,2.64284e-10,-86.6288,2.52018e-11,-0.00385654,0.0040027
260.06,-3.61454e-08,-1.19427e-05,2.6427e-10,-86.629,2.51977e-11,-0.00385602,0.00400215
260.07,-3.6146e-08,-1.19438e-05,2.64256e-10,-86.6291,2.51935e-11,-0.00385549,0.00400161
260.08,-3.61466e-08,-1.19449e-05,2.64241e-10,-86.6292,2.51894e-11,-0.00385496,0.00400106
260.09,-3.61473e-08,-1.1946e-05,2.64227e-10,-86.6294,2.51852e-11,-0.00385443,0.00400052
260.1,-3.61479e-08,-1.19471e-05,2.64213e-10,-86.6295,2.51811e-11,-0.0038539,0.00399997
260.11,-3.61485e-08,-1.19482e-05,2.64199e-10,-86.6296,2.51769e-11,-0.00385337,0.00399943
260.12,-3.61491e-08,-1.19493e-05,2.64185e-10,-86.6298,2.51728e-11,-0.00385285,0.00399888
260.13,-3.61497e-08,-1.19504e-05,2.64171e-10,-86.6299,2.51686e-11,-0.00385232,0.00399834
260.14,-3.61503e-08,-1.19515e-05,2.64157e-10,-86.63,2.51645e-11,-0.00385179,0.00399779
260.15,-3.6151e-08,-1.19526e-05,2.64142e-10,-86.6302,2.51603e-11,-0.00385126,0.00399725
260.16,-3.61516e-08,-1.19537e-05,2.64128e-10,-86.6303,2.51562e-11,-0.00385073,0.0039967
260.17,-3.61522e-08,-1.19548e-05,2.64114e-10,-86.6304,2.5152e-11,-0.00385021,0.00399616
260.18,-3.61528e-08,-1.19559e-05,2.641e-10,-86.6306,2.51479e-11,-0.00384968,0.00399561
260.19,-3.61534e-08,-1.19569e-05,2.64086e-10,-86.6307,2.51437e-11,-0.00384915,0.00399507
260.2,-3.6154e-08,-1.1958e-05,2.64071e-10,-86.6308,2.51396e-11,-0.00384862,0.00399453
260.21,-3.61546e-08,-1.19591e-05,2.64057e-10,-86.631,2.51355e-11,-0.00384809,0.00399398
260.22,-3.61552e-08,-1.19602e-05,2.64043e-10,-86.6311,2.51313e-11,-0.00384757,0.00399344
260.23,-3.61558e-08,-1.19613e-05,2.64029e-10,-86.6312,2.51272e-11,-0.00384704,0.00399289
260.24,-3.61564e-08,-1.19624e-05,2.64014e-10,-86.6314,2.5123e-11,-0.00384651,0.00399235
260.25,-3.6157e-08,-1.19635e-05,2.64e-10,-86.6315,2.51189e-11,-0.00384599,0.00399181
260.26,-3.61576e-08,-1.19646e-05,2.63986e-10,-86.6316,2.51148e-11,-0.00384546,0.00399126
260.27,-3.61581e-08,-1.19657e-05,2.63972e-10,-86.6318,2.51106e-11,-0.00384493,0.00399072
260.28,-3.61587e-08,-1.19668e-05,2.63957e-10,-86.6319,2.51065e-11,-0.0038444,0.00399017
260.29,-3.61593e-08,-1.19678e-05,2.63943e-10,-86.632,2.51023e-11,-0.00384388,0.00398963
260.3,-3.61599e-08,-1.19689e-05,2.63929e-10,-86.6322,2.50982e-11,-0.00384335,0.00398909
260.31,-3.61605e-08,-1.197e-05,2.63914e-10,-86.6323,2.50941e-11,-0.00384282,0.00398854
260.32,-3.6161e-08,-1.19711e-05,2.639e-10,-86.6324,2.50899e-11,-0.0038423,0.003988
260.33,-3.61616e-08,-1.19722e-05,2.63886e-10,-86.6326,2.50858e-11,-0.00384177,0.00398746
260.34,-3.61622e-08,-1.19733e-05,2.63871e-10,-86.6327,2.50817e-11,-0.00384124,0.00398691
260.35,-3.61628e-08,-1.19744e-05,2.63857e-10,-86.6328,2.50775e-11,-0.00384071,0.00398637
260.36,-3.61633e-08,-1.19755e-05,2.63843e-10,-86.633,2.50734e-11,-0.00384019,0.00398583
260.37,-3.61639e-08,-1.19765e-05,2.63828e-10,-86.6331,2.50693e-11,-0.00383966,0.00398528
260.38,-3.61645e-08,-1.19776e-05,2.63814e-10,-86.6332,2.50651e-11,-0.00383913,0.00398474
260.39,-3.6165e-08,-1.19787e-05,2.638e-10,-86.6334,2.5061e-11,-0.00383861,0.0039842
260.4,-3.61656e-08,-1.19798e-05,2.63785e-10,-86.6335,2.50569e-11,-0.00383808,0.00398365
260.41,-3.61661e-08,-1.19809e-05,2.63771e-10,-86.6336,2.50528e-11,-0.00383756,0.00398311
260.42,-3.61667e-08,-1.1982e-05,2.63756e-10,-86.6338,2.50486e-11,-0.00383703,0.00398257
260.43,-3.61673e-08,-1.19831e-05,2.63742e-10,-86.6339,2.50445e-11,-0.0038365,0.00398203
260.44,-3.61678e-08,-1.19841e-05,2.63728e-10,-86.634,2.50404e-11,-0.00383598,0.00398148
260.45,-3.61684e-08,-1.19852e-05,2.63713e-10,-86.6342,2.50362e-11,-0.00383545,0.00398094
260.46,-3.61689e-08,-1.19863e-05,2.63699e-10,-86.6343,2.50321e-11,-0.00383492,0.0039804
260.47,-3.61695e-08,-1.19874e-05,2.63684e-10,-86.6344,2.5028e-11,-0.0038344,0.00397986
260.48,-3.617e-08,-1.19885e-05,2.6367e-10,-86.6346,2.50239e-11,-0.00383387,0.00397931
260.49,-3.61705e-08,-1.19896e-05,2.63655e-10,-86.6347,2.50198e-11,-0.00383335,0.00397877
260.5,-3.61711e-08,-1.19907e-05,2.63641e-10,-86.6348,2.50156e-11,-0.00383282,0.00397823
260.51,-3.61716e-08,-1.19917e-05,2.63627e-10,-86.635,2.50115e-11,-0.0038323,0.00397769
260.52,-3.61722e-08,-1.19928e-05,2.63612e-10,-86.6351,2.50074e-11,-0.00383177,0.00397714
260.53,-3.61727e-08,-1.19939e-05,2.63598e-10,-86.6352,2.50033e-11,-0.00383124,0.0039766
260.54,-3.61732e-08,-1.1995e-05,2.63583e-10,-86.6354,2.49991e-11,-0.00383072,0.00397606
260.55,-3.61738e-08,-1.19961e-05,2.63569e-10,-86.6355,2.4995e-11,-0.00383019,0.00397552
260.56,-3.61743e-08,-1.19971e-05,2.63554e-10,-86.6356,2.49909e-11,-0.00382967,0.00397498
260.57,-3.61748e-08,-1.19982e-05,2.6354e-10,-86.6358,2.49868e-11,-0.00382914,0.00397443
260.58,-3.61753e-08,-1.19993e-05,2.63525e-10,-86.6359,2.49827e-11,-0.00382862,0.00397389
260.59,-3.61759e-08,-1.20004e-05,2.63511e-10,-86.636,2.49786e-11,-0.00382809,0.00397335
260.6,-3.61764e-08,-1.20015e-05,2.63496e-10,-86.6362,2.49744e-11,-0.00382757,0.00397281
260.61,-3.61769e-08,-1.20025e-05,2.63481e-10,-86.6363,2.49703e-11,-0.00382704,0.00397227
260.62,-3.61774e-08,-1.20036e-05,2.63467e-10,-86.6364,2.49662e-11,-0.00382652,0.00397173
260.63,-3.61779e-08,-1.20047e-05,2.63452e-10,-86.6366,2.49621e-11,-0.00382599,0.00397119
260.64,-3.61784e-08,-1.20058e-05,2.63438e-10,-86.6367,2.4958e-11,-0.00382547,0.00397064
260.65,-3.6179e-08,-1.20069e-05,2.63423e-10,-86.6368,2.49539e-11,-0.00382494,0.0039701
260.66,-3.61795e-08,-1.20079e-05,2.63409e-10,-86.637,2.49498e-11,-0.00382442,0.00396956
260.67,-3.618e-08,-1.2009e-05,2.63394e-10,-86.6371,2.49457e-11,-0.00382389,0.00396902
260.68,-3.61805e-08,-1.20101e-05,2.63379e-10,-86.6372,2.49416e-11,-0.00382337,0.00396848
260.69,-3.6181e-08,-1.20112e-05,2.63365e-10,-86.6374,2.49374e-11,-0.00382284,0.00396794
260.7,-3.61815e-08,-1.20123e-05,2.6335e-10,-86.6375,2.49333e-11,-0.00382232,0.0039674
260.71,-3.6182e-08,-1.20133e-05,2.63336e-10,-86.6376,2.49292e-11,-0.00382179,0.00396686
260.72,-3.61825e-08,-1.20144e-05,2.63321e-10,-86.6378,2.49251e-11,-0.00382127,0.00396632
260.73,-3.6183e-08,-1.20155e-05,2.63306e-10,-86.6379,2.4921e-11,-0.00382074,0.00396577
260.74,-3.61835e-08,-1.20166e-05,2.63292e-10,-86.638,2.49169e-11,-0.00382022,0.00396523
260.75,-3.6184e-08,-1.20176e-05,2.63277e-10,-86.6382,2.49128e-11,-0.0038197,0.00396469
260.76,-3.61844e-08,-1.20187e-05,2.63262e-10,-86.6383,2.49087e-11,-0.00381917,0.00396415
260.77,-3.61849e-08,-1.20198e-05,2.63248e-10,-86.6384,2.49046e-11,-0.00381865,0.00396361
260.78,-3.61854e-08,-1.20209e-05,2.63233e-10,-86.6386,2.49005e-11,-0.00381812,0.00396307
260.79,-3.61859e-08,-1.20219e-05,2.63218e-10,-86.6387,2.48964e-11,-0.0038176,0.00396253
260.8,-3.61864e-08,-1.2023e-05,2.63204e-10,-86.6388,2.48923e-11,-0.00381708,0.00396199
260.81,-3.61869e-08,-1.20241e-05,2.63189e-10,-86.639,2.48882e-11,-0.00381655,0.00396145
260.82,-3.61873e-08,-1.20252e-05,2.63174e-10,-86.6391,2.48841e-11,-0.00381603,0.00396091
260.83,-3.61878e-08,-1.20262e-05,2.63159e-10,-86.6392,2.488e-11,-0.0038155,0.00396037
260.84,-3.61883e-08,-1.20273e-05,2.63145e-10,-86.6394,2.48759e-11,-0.00381498,0.00395983
260.85,-3.61888e-08,-1.20284e-05,2.6313e-10,-86.6395,2.48718e-11,-0.00381446,0.00395929
260.86,-3.61892e-08,-1.20295e-05,2.63115e-10,-86.6396,2.48677e-11,-0.00381393,0.00395875
260.87,-3.61897e-08,-1.20305e-05,2.63101e-10,-86.6398,2.48636e-11,-0.00381341,0.00395821
260.88,-3.61902e-08,-1.20316e-05,2.63086e-10,-86.6399,2.48595e-11,-0.00381289,0.00395767
260.89,-3.61906e-08,-1.20327e-05,2.63071e-10,-86.64,2.48554e-11,-0.00381236,0.00395713
260.9,-3.61911e-08,-1.20337e-05,2.63056e-10,-86.6402,2.48513e-11,-0.00381184,0.00395659
260.91,-3.61915e-08,-1.20348e-05,2.63041e-10,-86.6403,2.48472e-11,-0.00381132,0.00395605
260.92,-3.6192e-08,-1.20359e-05,2.63027e-10,-86.6404,2.48431e-11,-0.00381079,0.00395551
260.93,-3.61924e-08,-1.2037e-05,2.63012e-10,-86.6406,2.48391e-11,-0.00381027,0.00395497
